"","index","airport_latitude","airport_longitude","X","MONTH","DAY","DAY_OF_WEEK","AIRLINE","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY"
"1140",1139,41.97859955,-87.90480042,96763,1,28,3,"AA","SEA","ORD",2030,2015,-15,1437,1432,-5
"1141",1140,61.1744003295898,-149.996002197266,96854,1,28,3,"DL","SEA","ANC",1735,1723,-12,1500,1457,-3
"1142",1141,44.8819999695,-93.2218017578,97022,1,28,3,"DL","SEA","MSP",2058,2103,5,1545,1556,11
"1143",1142,32.896800994873,-97.0380020141602,97038,1,28,3,"AA","SEA","DFW",2130,2108,-22,1551,1544,-7
"1144",1143,40.7883987426758,-111.977996826172,97357,1,28,3,"DL","SEA","SLC",2009,2007,-2,1715,1709,-6
"1145",1144,21.3187007904053,-157.921997070312,97643,1,28,3,"DL","SEA","HNL",2243,2304,21,1830,1823,-7
"1146",1145,40.63980103,-73.77890015,98202,1,28,3,"DL","SEA","JFK",644,636,-8,2240,2235,-5
"1147",1146,42.2123985290527,-83.353401184082,98211,1,28,3,"DL","SEA","DTW",604,557,-7,2255,2251,-4
"1148",1147,33.6366996765137,-84.4281005859375,98223,1,28,3,"DL","SEA","ATL",642,620,-22,2305,2303,-2
"1149",1148,32.896800994873,-97.0380020141602,98234,1,28,3,"AA","SEA","DFW",527,525,-2,2350,2341,-9
"1150",1149,25.7931995391846,-80.2906036376953,98236,1,28,3,"AA","SEA","MIA",826,814,-12,2355,2353,-2
"1151",1150,44.8819999695,-93.2218017578,98245,1,29,4,"DL","SEA","MSP",606,649,43,55,143,48
"1152",1151,32.896800994873,-97.0380020141602,98301,1,29,4,"AA","SEA","DFW",1150,1123,-27,559,553,-6
"1153",1152,42.2123985290527,-83.353401184082,98342,1,29,4,"DL","SEA","DTW",1312,1300,-12,600,554,-6
"1154",1153,40.7883987426758,-111.977996826172,98355,1,29,4,"DL","SEA","SLC",859,854,-5,600,547,-13
"1155",1154,33.6366996765137,-84.4281005859375,98433,1,29,4,"DL","SEA","ATL",1357,1330,-27,620,618,-2
"1156",1155,40.63980103,-73.77890015,98558,1,29,4,"AA","SEA","JFK",1517,1453,-24,700,651,-9
"1157",1156,32.896800994873,-97.0380020141602,98565,1,29,4,"AA","SEA","DFW",1249,1232,-17,700,657,-3
"1158",1157,44.8819999695,-93.2218017578,98633,1,29,4,"DL","SEA","MSP",1226,1210,-16,707,700,-7
"1159",1158,40.63980103,-73.77890015,98648,1,29,4,"DL","SEA","JFK",1522,1512,-10,712,704,-8
"1160",1159,40.7883987426758,-111.977996826172,98718,1,29,4,"DL","SEA","SLC",1025,1015,-10,725,720,-5
"1161",1160,21.3187007904053,-157.921997070312,98881,1,29,4,"DL","SEA","HNL",1222,1246,24,805,759,-6
"1162",1161,32.896800994873,-97.0380020141602,99058,1,29,4,"AA","SEA","DFW",1435,1409,-26,848,837,-11
"1163",1162,41.97859955,-87.90480042,99074,1,29,4,"AA","SEA","ORD",1447,1633,106,851,1037,106
"1164",1163,44.8819999695,-93.2218017578,99133,1,29,4,"DL","SEA","MSP",1421,1414,-7,905,908,3
"1165",1164,33.6366996765137,-84.4281005859375,99142,1,29,4,"DL","SEA","ATL",1650,1626,-24,909,909,0
"1166",1165,42.2123985290527,-83.353401184082,99259,1,29,4,"DL","SEA","DTW",1654,1645,-9,942,938,-4
"1167",1166,40.7883987426758,-111.977996826172,99404,1,29,4,"DL","SEA","SLC",1315,1323,8,1023,1032,9
"1168",1167,40.63980103,-73.77890015,99605,1,29,4,"DL","SEA","JFK",1920,1947,27,1115,1145,30
"1169",1168,32.896800994873,-97.0380020141602,99644,1,29,4,"AA","SEA","DFW",1711,1657,-14,1128,1121,-7
"1170",1169,61.1744003295898,-149.996002197266,99730,1,29,4,"DL","SEA","ANC",1423,1402,-21,1145,1139,-6
"1171",1170,41.97859955,-87.90480042,99741,1,29,4,"AA","SEA","ORD",1750,1803,13,1150,1207,17
"1172",1171,33.6366996765137,-84.4281005859375,99892,1,29,4,"DL","SEA","ATL",2001,1943,-18,1220,1225,5
"1173",1172,33.94250107,-118.4079971,99946,1,29,4,"DL","SEA","LAX",1505,1518,13,1233,1232,-1
"1174",1173,44.8819999695,-93.2218017578,100042,1,29,4,"DL","SEA","MSP",1821,1759,-22,1300,1258,-2
"1175",1174,40.7883987426758,-111.977996826172,100110,1,29,4,"DL","SEA","SLC",1614,1608,-6,1320,1318,-2
"1176",1175,42.2123985290527,-83.353401184082,100236,1,29,4,"DL","SEA","DTW",2049,2120,31,1350,1423,33
"1177",1176,20.8985996246338,-156.429992675781,100269,1,29,4,"DL","SEA","OGG",1802,1816,14,1359,1400,1
"1178",1177,32.896800994873,-97.0380020141602,100317,1,29,4,"AA","SEA","DFW",1950,1938,-12,1406,1401,-5
"1179",1178,33.6366996765137,-84.4281005859375,100378,1,29,4,"DL","SEA","ATL",2205,2134,-31,1427,1426,-1
"1180",1179,41.97859955,-87.90480042,100414,1,29,4,"AA","SEA","ORD",2030,2035,5,1437,1439,2
"1181",1180,61.1744003295898,-149.996002197266,100516,1,29,4,"DL","SEA","ANC",1735,1722,-13,1500,1458,-2
"1182",1181,44.8819999695,-93.2218017578,100690,1,29,4,"DL","SEA","MSP",2058,2043,-15,1545,1538,-7
"1183",1182,32.896800994873,-97.0380020141602,100709,1,29,4,"AA","SEA","DFW",2130,2129,-1,1551,1550,-1
"1184",1183,40.7883987426758,-111.977996826172,100827,1,29,4,"DL","SEA","SLC",1915,1919,4,1622,1622,0
"1185",1184,40.7883987426758,-111.977996826172,101260,1,29,4,"DL","SEA","SLC",2058,2148,50,1805,1900,55
"1186",1185,21.3187007904053,-157.921997070312,101336,1,29,4,"DL","SEA","HNL",2243,2345,62,1830,1900,30
"1187",1186,61.1744003295898,-149.996002197266,101787,1,29,4,"DL","SEA","ANC",2337,2318,-19,2057,2035,-22
"1188",1187,40.63980103,-73.77890015,101943,1,29,4,"DL","SEA","JFK",644,631,-13,2240,2240,0
"1189",1188,42.2123985290527,-83.353401184082,101957,1,29,4,"DL","SEA","DTW",605,617,12,2255,2313,18
"1190",1189,33.6366996765137,-84.4281005859375,101968,1,29,4,"DL","SEA","ATL",642,615,-27,2305,2302,-3
"1191",1190,32.896800994873,-97.0380020141602,101982,1,29,4,"AA","SEA","DFW",527,525,-2,2350,2344,-6
"1192",1191,25.7931995391846,-80.2906036376953,101984,1,29,4,"AA","SEA","MIA",826,816,-10,2355,2358,3
"1193",1192,44.8819999695,-93.2218017578,101994,1,30,5,"DL","SEA","MSP",606,551,-15,55,50,-5
"1194",1193,32.896800994873,-97.0380020141602,102050,1,30,5,"AA","SEA","DFW",1150,1150,0,559,558,-1
"1195",1194,42.2123985290527,-83.353401184082,102078,1,30,5,"DL","SEA","DTW",1312,1258,-14,600,552,-8
"1196",1195,40.7883987426758,-111.977996826172,102117,1,30,5,"DL","SEA","SLC",859,903,4,600,558,-2
"1197",1196,33.6366996765137,-84.4281005859375,102179,1,30,5,"DL","SEA","ATL",1357,1348,-9,620,622,2
"1198",1197,40.63980103,-73.77890015,102308,1,30,5,"AA","SEA","JFK",1517,1504,-13,700,657,-3
"1199",1198,32.896800994873,-97.0380020141602,102315,1,30,5,"AA","SEA","DFW",1249,1321,32,700,701,1
"1200",1199,44.8819999695,-93.2218017578,102383,1,30,5,"DL","SEA","MSP",1226,1222,-4,707,714,7
"1201",1200,40.63980103,-73.77890015,102398,1,30,5,"DL","SEA","JFK",1522,1512,-10,712,704,-8
"1202",1201,40.7883987426758,-111.977996826172,102457,1,30,5,"DL","SEA","SLC",1025,1046,21,725,724,-1
"1203",1202,21.3187007904053,-157.921997070312,102627,1,30,5,"DL","SEA","HNL",1222,1244,22,805,757,-8
"1204",1203,32.896800994873,-97.0380020141602,102813,1,30,5,"AA","SEA","DFW",1435,1434,-1,848,838,-10
"1205",1204,41.97859955,-87.90480042,102829,1,30,5,"AA","SEA","ORD",1447,1446,-1,851,849,-2
"1206",1205,44.8819999695,-93.2218017578,102893,1,30,5,"DL","SEA","MSP",1421,1407,-14,905,907,2
"1207",1206,33.6366996765137,-84.4281005859375,102898,1,30,5,"DL","SEA","ATL",1650,1635,-15,909,914,5
"1208",1207,42.2123985290527,-83.353401184082,103015,1,30,5,"DL","SEA","DTW",1654,1639,-15,942,943,1
"1209",1208,40.7883987426758,-111.977996826172,103159,1,30,5,"DL","SEA","SLC",1315,1316,1,1023,1021,-2
"1210",1209,40.63980103,-73.77890015,103366,1,30,5,"DL","SEA","JFK",1920,1943,23,1115,1128,13
"1211",1210,32.896800994873,-97.0380020141602,103397,1,30,5,"AA","SEA","DFW",1711,1724,13,1128,1128,0
"1212",1211,61.1744003295898,-149.996002197266,103476,1,30,5,"DL","SEA","ANC",1423,1412,-11,1145,1141,-4
"1213",1212,41.97859955,-87.90480042,103495,1,30,5,"AA","SEA","ORD",1750,1814,24,1150,1152,2
"1214",1213,33.6366996765137,-84.4281005859375,103650,1,30,5,"DL","SEA","ATL",2001,2006,5,1220,1230,10
"1215",1214,33.94250107,-118.4079971,103699,1,30,5,"DL","SEA","LAX",1505,1515,10,1233,1233,0
"1216",1215,44.8819999695,-93.2218017578,103785,1,30,5,"DL","SEA","MSP",1821,1806,-15,1300,1310,10
"1217",1216,40.7883987426758,-111.977996826172,103860,1,30,5,"DL","SEA","SLC",1614,1740,86,1320,1451,91
"1218",1217,42.2123985290527,-83.353401184082,103982,1,30,5,"DL","SEA","DTW",2049,2041,-8,1350,1347,-3
"1219",1218,20.8985996246338,-156.429992675781,104021,1,30,5,"DL","SEA","OGG",1802,1839,37,1359,1402,3
"1220",1219,32.896800994873,-97.0380020141602,104068,1,30,5,"AA","SEA","DFW",1950,1944,-6,1406,1358,-8
"1221",1220,33.6366996765137,-84.4281005859375,104131,1,30,5,"DL","SEA","ATL",2206,2146,-20,1427,1432,5
"1222",1221,41.97859955,-87.90480042,104166,1,30,5,"AA","SEA","ORD",2030,2011,-19,1437,1437,0
"1223",1222,61.1744003295898,-149.996002197266,104271,1,30,5,"DL","SEA","ANC",1735,1857,82,1500,1615,75
"1224",1223,44.8819999695,-93.2218017578,104444,1,30,5,"DL","SEA","MSP",2058,2052,-6,1545,1559,14
"1225",1224,32.896800994873,-97.0380020141602,104460,1,30,5,"AA","SEA","DFW",2130,132,242,1551,1949,238
"1226",1225,40.7883987426758,-111.977996826172,104577,1,30,5,"DL","SEA","SLC",1915,1938,23,1622,1635,13
"1227",1226,40.7883987426758,-111.977996826172,105044,1,30,5,"DL","SEA","SLC",2110,2138,28,1817,1828,11
"1228",1227,21.3187007904053,-157.921997070312,105086,1,30,5,"DL","SEA","HNL",2243,2317,34,1830,1824,-6
"1229",1228,61.1744003295898,-149.996002197266,105533,1,30,5,"DL","SEA","ANC",2337,2357,20,2057,2054,-3
"1230",1229,40.63980103,-73.77890015,105692,1,30,5,"DL","SEA","JFK",644,645,1,2240,2239,-1
"1231",1230,33.6366996765137,-84.4281005859375,105715,1,30,5,"DL","SEA","ATL",642,719,37,2305,2351,46
"1232",1231,32.896800994873,-97.0380020141602,105731,1,30,5,"AA","SEA","DFW",527,548,21,2350,2345,-5
"1233",1232,25.7931995391846,-80.2906036376953,105734,1,30,5,"AA","SEA","MIA",826,814,-12,2355,2353,-2
"1234",1233,42.2123985290527,-83.353401184082,105736,1,30,5,"DL","SEA","DTW",711,703,-8,2359,3,4
"1235",1234,44.8819999695,-93.2218017578,105745,1,31,6,"DL","SEA","MSP",605,553,-12,55,55,0
"1236",1235,32.896800994873,-97.0380020141602,105789,1,31,6,"AA","SEA","DFW",1150,1147,-3,559,554,-5
"1237",1236,33.94250107,-118.4079971,105923,1,31,6,"DL","SEA","LAX",907,902,-5,630,624,-6
"1238",1237,40.63980103,-73.77890015,105991,1,31,6,"AA","SEA","JFK",1517,1505,-12,700,659,-1
"1239",1238,32.896800994873,-97.0380020141602,105998,1,31,6,"AA","SEA","DFW",1249,1250,1,700,657,-3
"1240",1239,42.2123985290527,-83.353401184082,106018,1,31,6,"DL","SEA","DTW",1415,1345,-30,700,658,-2
"1241",1240,44.8819999695,-93.2218017578,106053,1,31,6,"DL","SEA","MSP",1225,1202,-23,707,704,-3
"1242",1241,40.63980103,-73.77890015,106068,1,31,6,"DL","SEA","JFK",1521,1521,0,712,705,-7
"1243",1242,40.7883987426758,-111.977996826172,106116,1,31,6,"DL","SEA","SLC",1023,1016,-7,725,720,-5
"1244",1243,21.3187007904053,-157.921997070312,106243,1,31,6,"DL","SEA","HNL",1219,1313,54,805,803,-2
"1245",1244,32.896800994873,-97.0380020141602,106401,1,31,6,"AA","SEA","DFW",1435,1441,6,848,846,-2
"1246",1245,33.6366996765137,-84.4281005859375,106479,1,31,6,"DL","SEA","ATL",1650,1634,-16,909,911,2
"1247",1246,40.7883987426758,-111.977996826172,106630,1,31,6,"DL","SEA","SLC",1251,1249,-2,1000,957,-3
"1248",1247,40.63980103,-73.77890015,106832,1,31,6,"DL","SEA","JFK",1920,1955,35,1115,1204,49
"1249",1248,32.896800994873,-97.0380020141602,106859,1,31,6,"AA","SEA","DFW",1711,1718,7,1128,1123,-5
"1250",1249,42.2123985290527,-83.353401184082,106910,1,31,6,"DL","SEA","DTW",1850,1837,-13,1140,1138,-2
"1251",1250,61.1744003295898,-149.996002197266,106921,1,31,6,"DL","SEA","ANC",1423,1438,15,1145,1147,2
"1252",1251,41.97859955,-87.90480042,106936,1,31,6,"AA","SEA","ORD",1750,1741,-9,1150,1154,4
"1253",1252,33.6366996765137,-84.4281005859375,107054,1,31,6,"DL","SEA","ATL",2001,1942,-19,1220,1218,-2
"1254",1253,33.94250107,-118.4079971,107104,1,31,6,"DL","SEA","LAX",1505,1521,16,1234,1233,-1
"1255",1254,40.7883987426758,-111.977996826172,107231,1,31,6,"DL","SEA","SLC",1609,1644,35,1315,1407,52
"1256",1255,44.8819999695,-93.2218017578,107309,1,31,6,"DL","SEA","MSP",1857,1855,-2,1340,1352,12
"1257",1256,20.8985996246338,-156.429992675781,107365,1,31,6,"DL","SEA","OGG",1802,1829,27,1359,1357,-2
"1258",1257,32.896800994873,-97.0380020141602,107395,1,31,6,"AA","SEA","DFW",1950,1959,9,1406,1356,-10
"1259",1258,33.6366996765137,-84.4281005859375,107432,1,31,6,"DL","SEA","ATL",2204,2220,16,1425,1450,25
"1260",1259,41.97859955,-87.90480042,107454,1,31,6,"AA","SEA","ORD",2030,NA,NA,1437,NA,NA
"1261",1260,32.896800994873,-97.0380020141602,107653,1,31,6,"AA","SEA","DFW",2130,2119,-11,1551,1544,-7
"1262",1261,40.7883987426758,-111.977996826172,107738,1,31,6,"DL","SEA","SLC",1917,1903,-14,1625,1622,-3
"1263",1262,61.1744003295898,-149.996002197266,108011,1,31,6,"DL","SEA","ANC",2048,2032,-16,1810,1807,-3
"1264",1263,21.3187007904053,-157.921997070312,108042,1,31,6,"DL","SEA","HNL",2242,2301,19,1830,1828,-2
"1265",1264,33.6366996765137,-84.4281005859375,108463,1,31,6,"DL","SEA","ATL",640,648,8,2305,2332,27
"1266",1265,32.896800994873,-97.0380020141602,108474,1,31,6,"AA","SEA","DFW",527,519,-8,2350,2350,0
"1267",1266,25.7931995391846,-80.2906036376953,108478,1,31,6,"AA","SEA","MIA",826,808,-18,2355,2349,-6
"1268",1267,42.2123985290527,-83.353401184082,108480,1,31,6,"DL","SEA","DTW",711,658,-13,2359,2359,0
